ID,Base_Avg,Ckpt75_Avg,Ckpt140_Avg,Judge_Reason
17,9.666666666666666,9.666666666666666,9.333333333333334,"三个模型在格式遵循度（Format）和语义理解度（Semantics）上均表现完美，严格使用了 [###] 分隔符，且对文档的主题、结构和核心意图的概括非常精准深刻。在文字准确性（OCR）方面，模型 A 和 B 略优于模型 C。模型 A 和 B 准确提取了表格中所有的关键文本（包括具体的角色描述细节），而模型 C 在提取表格内容时进行了过度概括，遗漏了表格内关于具体角色行为的详细描述（如 'Members of the social...', 'Assist in negotiating...' 等），导致信息完整性稍逊一筹。综合来看，模型 A 和 B 并列最佳，模型 C 因 OCR 细节缺失略微扣分。"
18,9.666666666666666,10.0,10.0,"三个模型均严格遵守了 [###] 分隔符的格式要求。模型 A 的 OCR 部分将文字按类别罗列，虽然清晰但丢失了部分上下文（如单位、数据来源的具体位置）。模型 B 和 模型 C 在 OCR 部分表现更佳，不仅提取了标题和正文，还准确识别了图表中的单位（Thousands, %）、坐标轴年份以及数据来源（Source: Macrobond...），还原度更高。在语义理解方面，三个模型都准确识别了图片为经济分析报告，并精准概括了人口结构与信贷风险的核心逻辑。模型 B 和 C 在视觉细节描述中明确指出了 'Scope Ratings' 的品牌标识，体现了更细致的观察。综合来看，模型 B 和 C 在信息提取的完整性和准确性上略优于模型 A。"
19,9.666666666666666,9.666666666666666,10.0,三个模型都严格遵守了格式指令，使用了 [###] 分隔符且没有多余的标签。在内容上，三个模型对图片的分类和摘要都非常准确。在 OCR 文字提取方面，模型 C 表现最佳，它不仅提取了所有关键的小计和总计金额，还完整列出了表格中的具体账户代码和描述（如 '1094575 STATE OF EMERGENCY – CORONAVIRUS'），并且注意到了页码 '6'。模型 A 和 B 在文字提取部分略有省略或格式不够详尽（例如模型 A 用 '等' 省略了部分列表，模型 B 虽然列表很长但漏掉了页码）。综合来看，模型 C 的信息完整度和精确度最高。
20,10.0,10.0,10.0,三个模型均完美遵循了系统指令。1. 格式上，都严格使用了 [###] 作为五个部分的分隔符，且未出现多余的 JSON 标签或属性名。2. OCR 方面，三个模型都准确提取了标题 'Future Meetings'、校名 'Southern Oregon University' 以及页码 '26'，无遗漏或错误。3. 语义理解上，都准确识别出图片为 PPT 幻灯片/章节页，并对视觉元素（如红黑配色、衬线字体、极简风格）进行了恰当的描述。整体表现均为满分水平。
21,9.666666666666666,10.0,9.666666666666666,三个模型均严格遵循了 [###] 分隔符的格式要求。在内容质量上，Model B 表现最佳，其 OCR 部分不仅提取了标题和结论，还详细列出了 Figure 6 中所有的关键效用值（U*），并且对视觉细节的描述（如节点形状、颜色趋势）最为精准。Model A 和 Model C 在 OCR 部分略有遗漏（如 Model A 截断，Model C 省略了部分下标数值），且视觉描述不如 Model B 细致。
22,9.333333333333334,8.666666666666666,9.333333333333334,所有模型均严格遵循了 [###] 分隔符的格式要求，无多余标签。在内容上，三个模型都准确识别了图片为学术论文页面，并正确解析了图表含义（MPC控制策略对比）。Model A 和 Model C 在文字提取部分表现更佳，准确捕捉了底部关于 'MM Distributed MPC' 优势的具体描述段落，而 Model B 在提取结论时略显概括。Model C 的关键词提取最为精准专业。综合来看，Model A 和 Model C 表现优异，Model B 略逊于细节提取。
23,9.666666666666666,9.666666666666666,10.0,三个模型均严格遵循了 [###] 分隔符的格式要求，分类准确，语义理解深刻。在文字提取（OCR）方面，模型 C 表现最佳，完整且准确地提取了时间轴上所有节点的详细内容（包括换行的小字），而模型 A 和模型 B 在部分节点的文字提取上略有遗漏或格式不够清晰。模型 C 的关键词提取也更为精准（如包含“产品路线图”）。因此模型 C 得分最高，其余两个模型因 OCR 细节微小瑕疵略扣一分。
24,9.666666666666666,9.666666666666666,9.333333333333334,三个模型在格式遵循度（严格使用 [###] 分隔）和语义理解度（精准识别文档类型、核心意图及表格逻辑）上均表现出色，均能准确提取关键信息如文档编号、表格标题及核心数据。主要差异在于 OCR 的呈现方式：模型 A 和 B 采用了结构化的列表或类表格形式，清晰还原了原文的层级和对应关系，阅读体验极佳；模型 C 虽然提取了所有文字，但将其处理为用分号连接的长字符串，导致表格数据的行列对应关系在视觉上丢失，降低了数据的可读性和检索价值。因此，模型 A 和 B 在 OCR 维度略优于模型 C。
25,9.666666666666666,9.666666666666666,9.666666666666666,三个模型均严格遵循了 [###] 分隔符的格式要求，未出现任何违规的标签或属性名。在文字提取（OCR）方面，三个模型都准确识别了图表标题、坐标轴、图例及正文中的关键术语，尽管由于图片清晰度原因，表格内的具体数值未被完全罗列，但关键文本信息提取无误。在语义理解方面，三个模型都精准地将图片分类为学术论文页面，并深刻理解了其关于乙醇生产动力学模型分析的核心意图，描述逻辑清晰，专业术语使用准确。模型 C 在视觉细节描述中尝试解读了图表的具体趋势（如时间范围和浓度变化），表现略优，但整体三者水平相当，均为高质量回答。
26,9.666666666666666,9.0,8.666666666666666,"所有模型均严格遵循了 [###] 分隔符的格式要求。在语义理解方面，三个模型都准确识别了文档类型（城市规划决策通知）和核心内容。在文字提取（OCR）方面，模型 A 表现最佳，不仅提取了标题和地址，还完整罗列了表格中所有的具体条款主题（如 Flood Hazard Area, Potential Landslide Hazard Area 等），信息密度最高且准确无误。模型 B 提取了大量法规编号但遗漏了对应的主题文本，且格式上使用了列表符号，略显冗余。模型 C 虽然尝试提取表格内容，但存在幻觉（Hallucination），编造了表格中不存在的行号（如 C, D, E...），且遗漏了部分关键行，准确性较差。因此，模型 A 得分最高。"
27,9.666666666666666,9.666666666666666,10.0,三个模型均严格遵循了 [###] 分隔符的格式要求，且分类和摘要部分对图片内容的理解都非常准确，能够识别出这是关于螺钉连接力学性能的学术论文页面。在 OCR 方面，模型 A 和 B 在提取文字时遗漏了部分重复出现的坐标轴标签（如部分 Peak Load (N)），且模型 B 将 'Stud Thickness' 误写为小写 'thickness'；模型 C 的文字提取最为完整和准确，不仅包含了所有坐标轴标签，还正确保留了大小写格式，并补充了部分图表中的刻度数值信息，表现最佳。
28,9.666666666666666,9.0,8.666666666666666,"三个模型均严格遵循了 [###] 分隔符的格式要求。在语义理解上，三者都准确识别了图片为矿业报告，并正确解读了双轴图表（柱状图+折线图）的含义及数据对比逻辑。在文字提取（OCR）方面，模型 A 表现最佳，准确提取了关键标题和所有公司名称，且没有冗余数据；模型 B 和 C 虽然也提取了关键信息，但试图罗列坐标轴上的所有刻度数值（如 100, 200...），这不仅增加了噪音，而且模型 C 在提取 Fig 9.0 的 X 轴公司名单时出现了顺序错误（未按照图中从左到右的实际顺序排列），导致准确性下降。因此，模型 A 综合得分最高。"
29,10.0,10.0,10.0,三个模型均完美遵循了指令要求。1. 格式遵循度：所有模型都严格使用了 [###] 作为分隔符，且没有输出多余的属性标签，结构清晰。2. 文字准确性：三个模型对图片中的表格数据、标题、页脚信息以及关键的脚注（包括上标(1)）提取都非常精准，甚至注意到了模型 C 中提到的页码 '8' 和 'Submit Document Feedback' 等细微文字。3. 语义理解度：所有模型都准确识别了图片为德州仪器的技术文档，并深刻理解了表格关于“二次回流焊背面可行性”的核心工程意义，摘要部分逻辑通顺且专业。模型 A 在文字提取部分使用了 Markdown 表格格式，视觉上更整齐；模型 B 和 C 使用了列表形式，同样清晰。整体表现均为满分水平。
30,9.333333333333334,9.333333333333334,10.0,三个模型均严格遵循了 [###] 分隔符的格式要求，且无多余标签。在内容质量上，模型 C (Ckpt-140) 表现最佳，其文字提取部分不仅准确，还完整还原了产品类别的长句列表和关键价格区间，语义摘要也最为详尽精准。模型 A 和 B 表现也非常优秀，仅在文字提取的完整度上略逊于 C（例如 A 将文字拆分为短语，B 略去了部分产品类别列表），但整体均属于高质量回答。
31,9.666666666666666,9.0,9.666666666666666,三个模型均严格遵循了 [###] 分隔符的格式要求。在 OCR 方面，模型 A 和 C 表现较好，准确提取了标题和关键地名，且模型 A 对表格内容的概括更为详实；模型 B 的 OCR 略显简略，遗漏了部分上下文信息。在语义理解上，三个模型都准确识别了图片为学术期刊附录及康乃馨革命的历史背景，分类和摘要都非常精准。模型 A 在文字提取部分采用了结构化的概括方式，既保留了信息量又避免了冗长，表现最佳；模型 C 紧随其后；模型 B 稍显单薄。
32,9.333333333333334,9.333333333333334,10.0,"三个模型都严格遵循了 [###] 分隔符的格式要求，且没有输出多余的标签。在内容质量上：
1. **模型 C (140)** 表现最佳。它不仅准确提取了所有关键文本（包括页码和完整的图表标题），而且在语义理解部分展现了更深度的洞察，例如准确描述了图表中粉色线条在 2020 年 3 月的异常尖峰（对应疫情期间的能源危机），这体现了对数据趋势的深刻理解，而不仅仅是表面描述。
2. **模型 A 和 B** 表现也很优秀，格式规范，OCR 准确。但在语义摘要部分，它们更多是对可见内容的罗列，缺乏像模型 C 那样结合背景知识（如疫情对能源价格影响）的深度解读。模型 B 在视觉细节描述中提到的颜色（如浅蓝、浅绿背景）非常准确，但在趋势分析的深度上略逊于 C。"
33,10.0,10.0,10.0,三个模型均完美遵循了系统指令，严格使用 [###] 分隔五个部分，未输出任何多余格式标签。在文字提取（OCR）方面，三个模型都准确识别了图中的标题、正文、步骤说明及页脚信息，无遗漏或错误。在语义理解方面，三个模型都准确将图片分类为物流指南/流程图，并精准概括了“22 Logistics”回收服务的核心意图和流程细节。模型 A 的关键词提取略带推断性（如“绿色物流”），但整体表现优秀；模型 B 和 C 同样表现出色，格式规范，内容详实。鉴于三个模型在所有维度上均达到了满分标准，故给予一致的高分评价。
34,9.666666666666666,9.666666666666666,10.0,"三个模型均严格遵循了 [###] 分隔符的格式要求，且分类和语义摘要都非常精准。在 OCR 方面，模型 C (Ckpt-140) 表现最佳，它不仅提取了标题和关键数值，还完整覆盖了表格中的列头和具体数据项（如 0.16, 0.35 等），而模型 A 和 B 在表格数据的完整性上略有欠缺。模型 C 的视觉细节描述也最为详尽，准确捕捉了颜色和设计风格。"
35,9.666666666666666,10.0,10.0,三个模型均完美遵循了格式指令，严格使用 [###] 分隔五个部分，且未输出多余的解释性文字。在内容质量上，模型 B 和模型 C 表现最佳，它们不仅准确识别了文档类型和核心语义，还在文字提取部分完整、准确地复现了原文的关键段落（包括 WHEREAS 条款和 Section 内容），OCR 精度极高。模型 A 虽然语义理解正确，但在文字提取部分采用了概括性的短语罗列，而非直接提取原文关键句，相比 B 和 C 略显不足。综合来看，模型 B 和 C 为满分表现，模型 A 因 OCR 策略稍逊扣分。
36,9.666666666666666,9.666666666666666,10.0,三个模型均严格遵循了 [###] 分隔符的格式要求。在文字准确性（OCR）方面，模型 C (140) 表现最佳，它不仅准确提取了表格中的所有数值和参数，还完整还原了正文段落中的复杂内容（如引用文献编号、具体的运动模式 LBBB/RBBB 等），而模型 A 和 B 在文字提取部分相对简略，遗漏了部分正文细节。在语义理解度上，三个模型都准确识别了图片为学术论文片段并概括了核心内容，但模型 C 的摘要更为详实，涵盖了更多技术细节。综合来看，模型 C 在信息提取的完整度和精确度上略胜一筹。
37,9.666666666666666,10.0,10.0,三个模型均严格遵循了 [###] 分隔符的格式要求。在内容质量上，模型 B 和模型 C 表现最佳，它们不仅准确识别了图表结构，还完整提取了页眉信息（页码、作者）以及下方文本段落中的关键数学公式编号（如 Eq. 16-21）和具体结论（Johor），OCR 精度极高。模型 A 虽然语义理解正确，但在文字提取部分对下方长文本进行了过度概括，遗漏了具体的公式引用和完整步骤描述，且输出在第四部分末尾似乎被截断（Step 6 后无内容），完整性稍逊。综合来看，模型 B 和 C 为满分表现，模型 A 因信息提取不全和潜在截断扣分。
38,9.333333333333334,9.333333333333334,10.0,三个模型都严格遵循了 [###] 分隔符的格式要求，分类准确，摘要清晰。模型 C (140) 在文字提取（OCR）方面表现最佳，不仅提取了标题和关键参数，还完整覆盖了截图中的详细菜单项（如 Measurement & control）以及图片底部的说明性文字，信息密度最高。模型 A 和 B 的 OCR 也较为准确，但细节覆盖略少于 C。在语义理解上，三者均能准确识别文档的技术属性和功能意图，模型 C 的描述最为全面专业。
39,9.666666666666666,9.0,10.0,"模型 C (Ckpt-140) 表现最佳。首先，它严格遵守了所有格式指令，包括使用 [###] 分隔符且未输出任何多余的标签或解释性文字。其次，在 OCR（文字提取）方面，模型 C 不仅准确提取了流程图中的所有关键数据，还敏锐地捕捉到了图片下半部分正文中的关键医学术语（如 Kaplan-Meier, FEV1, GOLD criteria 等），展现了更强的多模态阅读能力。相比之下，模型 A 输出了大量的思考过程（<think>...），严重违反了“不要有余赘文字”的指令；模型 B 虽然格式正确，但在文字提取的丰富度上不如模型 C，遗漏了正文中的关键信息。模型 C 对图片类型的定义（学术论文页面截图）比单纯的“流程图”更为精准，语义理解深刻。"
40,9.666666666666666,9.666666666666666,10.0,"三个模型都严格遵守了格式指令，使用了 [###] 分隔符。在语义理解上，三者都准确识别了图片为城市规划分区图（Zoning Map），并正确解读了图例、指北针和核心意图。在文字提取（OCR）方面，模型 C 表现最佳，它完整且准确地提取了底部的元数据（包括日期格式 Feb 22,2008 与图片一致，而 A 和 B 略有偏差），并且正确识别了右上角的 'S.W. MULTNOMAH BLVD.'，而模型 A 将其误读为 'S.W. MO BLVD.'，模型 B 完全遗漏。模型 C 在细节捕捉和准确性上略胜一筹。"
41,9.666666666666666,9.0,9.333333333333334,所有模型均严格遵循了 [###] 分隔符的格式要求。模型 A 在文字提取部分表现最佳，完整且准确地提取了信头地址、参考号及正文中的关键长句，语义理解也最为深刻，准确指出了信函的“建设覆盖咨询”背景。模型 B 和 C 在文字提取部分略显简略，使用了省略号或仅提取片段，不如模型 A 详尽。模型 A 的视觉细节描述也更为具体（如提到衬线字体、超链接颜色等）。综合来看，模型 A 表现最优。
42,9.333333333333334,9.333333333333334,10.0,"三个模型均严格遵循了 [###] 分隔符的格式要求，结构清晰。在内容质量上，模型 C (Ckpt-140) 表现最佳：1. OCR 准确性最高，不仅提取了主要标题和大数字，还准确识别了底部饼图中较小的百分比数据（如 1.8%, 7.2% 等）以及折线图的图例细节，而模型 A 和 B 对底部图表的文字提取较为笼统或遗漏。2. 语义理解深刻，分类准确，摘要部分不仅概括了内容，还准确提炼了“经济复苏”、“清洁能源转型”等核心意图。3. 视觉细节描述条理分明，使用了列表形式清晰展示了四个象限的布局和色彩，阅读体验优于其他两个模型的段落式描述。模型 A 和 B 虽然也完成了任务，但在细节捕捉的颗粒度上略逊于模型 C。"
43,9.666666666666666,10.0,9.0,三个模型在格式遵循度上均表现完美，严格使用了 [###] 分隔符且无多余标签。在文字准确性方面，模型 B 表现最佳，不仅准确提取了所有图表标题和关键数据，还完整识别了页眉的期刊名称和页码信息，展现了极高的 OCR 精度；模型 A 对表格数据的结构化提取非常清晰，但遗漏了页眉信息；模型 C 在文字提取部分将大量关键词堆砌在一起，缺乏结构，且遗漏了部分图表标题（如 Fig 5 的完整标题）。在语义理解度上，模型 A 和 B 都非常精准地概括了论文的核心意图（分类器评估与声誉评分对比），模型 B 对视觉细节的描述（如颜色对应关系）最为详尽；模型 C 的摘要略显单薄。综合来看，模型 B 在信息完整度和细节捕捉上略胜一筹。
44,9.666666666666666,0.0,10.0,模型 A 和模型 C 均严格遵循了格式要求，使用了 [###] 分隔符。模型 C (140) 在 OCR 准确性上表现更佳，能够正确识别图片中 Table 2 表头的希腊文内容（τψμπανις βυλλα...），而模型 A 将其误判为乱码或仅提及是希腊语但未准确转录，且模型 C 对页面左侧的水印信息也有捕捉。模型 B (75) 输出严重失败，陷入了重复循环，未生成任何有效结果。
45,9.666666666666666,9.666666666666666,9.666666666666666,三个模型均严格遵循了 [###] 分隔符的格式要求，分类准确，语义摘要深刻。在 OCR 方面，三个模型都出现了相同的幻觉错误：将图片底部页脚中的 'Cafeteria' 错误识别为 'Cafetoria'（图片原文为 'Cafeteria Concessionaire'），且模型 A 的文字提取部分被截断，未包含完整的第四条款和菜单细节。模型 B 和模型 C 在文字提取的完整性上表现更好，涵盖了更多细节，因此略优于模型 A。综合来看，模型 B 和 C 表现最佳。
46,9.666666666666666,9.0,9.0,所有模型均严格遵循了 [###] 分隔符的格式要求。在 OCR 准确性方面，模型 A 表现最佳，完整且准确地提取了图中的所有关键文本信息，包括长段落和表格细节。模型 B 和模型 C 在文字提取部分为了排版清晰使用了列表符号（如 '-' 或 bullet points），虽然人类可读性较好，但严格来说引入了原文中不存在的符号，且模型 C 对部分长文本进行了概括而非完整提取，因此在 OCR 维度得分略低于模型 A。在语义理解上，三个模型都准确识别了文档类型、品牌、型号及核心内容，表现相当。
47,9.666666666666666,9.666666666666666,9.333333333333334,"三个模型在格式遵循度（Format）和语义理解度（Semantics）上均表现完美，严格使用了 [###] 分隔符，且对图片的学术属性、模型类型及核心意图的概括非常精准深刻。在文字准确性（OCR）方面，模型 A 和模型 B 表现最佳，完整且准确地提取了标题、说明文本及复杂的数学公式（包括 LaTeX 格式）。模型 C 虽然整体优秀，但在提取数学公式时存在细微瑕疵，例如将公式中的 $g(z_{t-1})$ 误写为 g($z_{t-1}$)（丢失了变量 z 的斜体数学格式），以及将 $i=1,2$ 写为 i = 1, 2，这在严格的学术公式提取中属于精度损失，因此其 OCR 得分略低于前两者。"
